"pmid";"value"
32909646;"Letter"
32917660;"Journal Article"
32925134;"Journal Article"
32936127;"Letter"
32908341;"Journal Article"
32905485;"Case Reports"
32924160;"Letter"
32929295;"Journal Article"
32907407;"Editorial"
32904556;"Case Reports"
32915877;"Journal Article"
32920389;"Journal Article"
32916328;"Letter"
32927583;"Journal Article"
32930058;"Journal Article"
32925737;"Journal Article"
32904638;"Journal Article"
32917716;"Journal Article"
32913653;"Journal Article"
32907595;"Journal Article"
32922115;"Journal Article"
32905711;"Journal Article"
32936815;"Journal Article"
32910871;"Journal Article"
32930903;"Journal Article"
32931446;"Journal Article"
32921941;"Journal Article"
32935435;"Journal Article"
32910409;"Journal Article"
32905227;"Editorial"
32910347;"Journal Article"
32910673;"English Abstract"
32937059;"Editorial"
32923354;"Journal Article"
32920233;"Journal Article"
32905033;"Journal Article"
32930097;"Letter"
32932951;"Journal Article"
32904602;"Journal Article"
32922773;"Journal Article"
32928941;"Letter"
32934941;"Journal Article"
32936693;"Journal Article"
32908295;"News"
32912803;"Case Reports"
32926319;"Journal Article"
32931341;"Journal Article"
32911459;"Journal Article"
32935788;"Case Reports"
32909472;"Journal Article"
32907339;"Letter"
32920000;"Journal Article"
32909761;"Journal Article"
32921702;"Journal Article"
32920235;"Journal Article"
32923472;"Journal Article"
32934074;"Editorial"
32919265;"Journal Article"
32906094;"Journal Article"
32932329;"Journal Article"
32910105;"Journal Article"
32916692;"Journal Article"
32915937;"Journal Article"
32915166;"Journal Article"
32911123;"Journal Article"
32936771;"Journal Article"
32910979;"Journal Article"
32931444;"Journal Article"
32936219;"Journal Article"
32906590;"Journal Article"
32912388;"Journal Article"
32905595;"Journal Article"
32920947;"Journal Article"
32924776;"Journal Article"
32921850;"Journal Article"
32920494;"Journal Article"
32908116;"Journal Article"
32909631;"Letter"
32934820;"Journal Article"
32910669;"English Abstract"
32916973;"Journal Article"
32915341;"Letter"
32910681;"Letter"
32911042;"Journal Article"
32926779;"Journal Article"
32917809;"Journal Article"
32911317;"Journal Article"
32907757;"Journal Article"
32919879;"Journal Article"
32933884;"Letter"
32904828;"Journal Article"
32904652;"Journal Article"
32908258;"Journal Article"
32911555;"Journal Article"
32926453;"Journal Article"
32935085;"Editorial"
32923460;"Journal Article"
32904928;"Journal Article"
32923613;"Journal Article"
32936252;"Journal Article"
32928942;"Journal Article"
32929876;"Journal Article"
32918300;"Journal Article"
32924298;"Editorial"
32928897;"Journal Article"
32919162;"Journal Article"
32925547;"Journal Article"
32915642;"Letter"
32915878;"Journal Article"
32920814;"Journal Article"
32926978;"Letter"
32924827;"Journal Article"
32910698;"Case Reports"
32904949;"Case Reports"
32934420;"Journal Article"
32927382;"Journal Article"
32931161;"Journal Article"
32918829;"Letter"
32924147;"Letter"
32921928;"English Abstract"
32936777;"Journal Article"
32920810;"Letter"
32932161;"Letter"
32934038;"Journal Article"
32921536;"Letter"
32934994;"Journal Article"
32908960;"Journal Article"
32929462;"Journal Article"
32904910;"Journal Article"
32922713;"Editorial"
32912527;"Journal Article"
32911257;"Journal Article"
32904780;"Journal Article"
32904922;"Journal Article"
32909060;"Journal Article"
32926678;"Journal Article"
32934631;"Journal Article"
32926320;"Journal Article"
32921704;"Journal Article"
32919809;"Letter"
32916949;"Journal Article"
32918855;"Journal Article"
32919074;"Journal Article"
32933883;"Letter"
32910456;"Journal Article"
32915381;"Journal Article"
32924344;"Journal Article"
32922563;"Journal Article"
32911392;"Journal Article"
32922431;"Journal Article"
32911299;"Journal Article"
32928816;"Journal Article"
32928868;"Journal Article"
32924822;"Journal Article"
32904353;"Journal Article"
32915172;"Journal Article"
32904443;"Journal Article"
32910819;"Journal Article"
32924401;"Journal Article"
32923301;"Journal Article"
32907794;"Journal Article"
32905282;"Case Reports"
32912647;"Journal Article"
32923629;"Journal Article"
32931576;"Journal Article"
32933519;"Journal Article"
32923747;"Journal Article"
32923572;"Journal Article"
32913633;"Journal Article"
32934992;"Journal Article"
32936276;"Journal Article"
32913079;"News"
32927835;"Journal Article"
32909279;"Letter"
32919584;"Journal Article"
32927291;"Journal Article"
32928023;"Letter"
32917840;"Journal Article"
32923529;"Journal Article"
32924960;"Journal Article"
32923374;"Journal Article"
32911619;"Journal Article"
32907873;"Journal Article"
32918807;"Journal Article"
32927829;"Journal Article"
32921727;"Journal Article"
32915908;"Journal Article"
32919857;"Letter"
32924062;"Journal Article"
32933562;"Letter"
32936259;"Journal Article"
32913846;"Journal Article"
32923016;"Journal Article"
32922446;"Journal Article"
32932612;"Journal Article"
32905621;"Journal Article"
32909958;"Journal Article"
32928337;"Journal Article"
32924671;"Journal Article"
32926675;"Journal Article"
32907711;"Editorial"
32935079;"Journal Article"
32904501;"Journal Article"
32926795;"Journal Article"
32905789;"Case Reports"
32926494;"Journal Article"
32917141;"Journal Article"
32910675;"Letter"
32907855;"Journal Article"
32924007;"Case Reports"
32924343;"Journal Article"
32906151;"Journal Article"
32904625;"Journal Article"
32920752;"Journal Article"
32929453;"Journal Article"
32917709;"Journal Article"
32921733;"Journal Article"
32918413;"Journal Article"
32932585;"Journal Article"
32910442;"Editorial"
32934810;"Journal Article"
32920745;"Editorial"
32922517;"Journal Article"
32915078;"Letter"
32936848;"Journal Article"
32931291;"Journal Article"
32922173;"Journal Article"
32930897;"Letter"
32936459;"Journal Article"
32905141;"Journal Article"
32920452;"Editorial"
32937196;"Letter"
32913866;"Case Reports"
32914973;"Journal Article"
32907638;"Clinical Trial Protocol"
32913095;"Letter"
32936923;"Letter"
32917397;"Letter"
32925800;"Journal Article"
32910830;"Journal Article"
32921700;"Journal Article"
32917983;"Journal Article"
32931711;"Journal Article"
32928749;"Journal Article"
32910251;"Journal Article"
32917848;"Journal Article"
32906149;"Journal Article"
32933047;"Editorial"
32925132;"Journal Article"
32904687;"Journal Article"
32936531;"Journal Article"
32918943;"Journal Article"
32931328;"Journal Article"
32907663;"Journal Article"
32915656;"Journal Article"
32935319;"Letter"
32935607;"Journal Article"
32922466;"Journal Article"
32935628;"Journal Article"
32911727;"Journal Article"
32935356;"Letter"
32922560;"Journal Article"
32906085;"Letter"
32915888;"Journal Article"
32909955;"Journal Article"
32916369;"Journal Article"
32907675;"Journal Article"
32914093;"Journal Article"
32921274;"Journal Article"
32936450;"Letter"
32904886;"Journal Article"
32935064;"Journal Article"
32936268;"Journal Article"
32928878;"Journal Article"
32926957;"Journal Article"
32919592;"Editorial"
32904377;"Journal Article"
32913621;"Journal Article"
32905667;"Journal Article"
32922334;"Journal Article"
32924299;"Journal Article"
32904932;"Journal Article"
32916565;"Journal Article"
32929464;"Journal Article"
32935073;"Case Reports"
32929725;"Journal Article"
32912236;"Journal Article"
32925986;"Journal Article"
32918984;"Journal Article"
32918497;"Journal Article"
32912602;"Journal Article"
32907877;"Journal Article"
32921540;"Journal Article"
32915984;"Journal Article"
32921843;"Journal Article"
32925831;"Editorial"
32904852;"Journal Article"
32909969;"Journal Article"
32904517;"Journal Article"
32911282;"Journal Article"
32910692;"Journal Article"
32921600;"Letter"
32904779;"Journal Article"
32919977;"Journal Article"
32932641;"Journal Article"
32923991;"Journal Article"
32929401;"Journal Article"
32911757;"Journal Article"
32926160;"Journal Article"
32936963;"Letter"
32907819;"Journal Article"
32920291;"Journal Article"
32926119;"Journal Article"
32920756;"Journal Article"
32931146;"Journal Article"
32921586;"Journal Article"
32904707;"Journal Article"
32916443;"Letter"
32936218;"Journal Article"
32904792;"Journal Article"
32907674;"Journal Article"
32915365;"Journal Article"
32912397;"Journal Article"
32918858;"Journal Article"
32934976;"Journal Article"
32907921;"Journal Article"
32921285;"Journal Article"
32917434;"Letter"
32904955;"Journal Article"
32908316;"Journal Article"
32917481;"Letter"
32933845;"Letter"
32914396;"Journal Article"
32904956;"Case Reports"
32918944;"Journal Article"
32933464;"Journal Article"
32910068;"Journal Article"
32904414;"Journal Article"
32917980;"Journal Article"
32934632;"Journal Article"
32907888;"Editorial"
32923742;"Case Reports"
32904937;"Journal Article"
32912858;"Journal Article"
32935329;"Journal Article"
32913009;"Journal Article"
32905553;"Journal Article"
32928321;"Journal Article"
32925197;"Journal Article"
32921741;"Letter"
32936280;"Journal Article"
32933428;"Journal Article"
32909843;"Journal Article"
32925755;"Journal Article"
32921930;"English Abstract"
32914140;"Journal Article"
32936034;"Journal Article"
32924825;"Journal Article"
32934806;"Journal Article"
32921715;"Journal Article"
32916069;"Journal Article"
32907844;"Journal Article"
32934169;"Journal Article"
32930548;"Journal Article"
32915703;"Journal Article"
32916821;"Journal Article"
32919172;"Journal Article"
32921283;"Journal Article"
32911985;"Journal Article"
32927639;"Journal Article"
32905025;"Journal Article"
32908584;"Journal Article"
32933618;"Letter"
32934644;"Journal Article"
32937659;"Journal Article"
32904876;"Journal Article"
32912377;"Editorial"
32909344;"Letter"
32904736;"Journal Article"
32936237;"Journal Article"
32930388;"Journal Article"
32922564;"Journal Article"
32904999;"Journal Article"
32913132;"Journal Article"
32908746;"Case Reports"
32919683;"Journal Article"
32912404;"Journal Article"
32920049;"Journal Article"
32929293;"Journal Article"
32921707;"Journal Article"
32905630;"Journal Article"
32930033;"Journal Article"
32909713;"Case Reports"
32921214;"Journal Article"
32921286;"Journal Article"
32915188;"Journal Article"
32906831;"Journal Article"
32929715;"Journal Article"
32915380;"Journal Article"
32918809;"Journal Article"
32908214;"Journal Article"
32929516;"Journal Article"
32934634;"Journal Article"
32903849;"Systematic Review"
32933897;"Journal Article"
32921743;"Journal Article"
32905696;"Editorial"
32933039;"Journal Article"
32907680;"Journal Article"
32920018;"Letter"
32922189;"Journal Article"
32905783;"Journal Article"
32918252;"Letter"
32921839;"Journal Article"
32904752;"Journal Article"
32911444;"Journal Article"
32925543;"Journal Article"
32920116;"Letter"
32911751;"Journal Article"
32913482;"Editorial"
32925544;"Journal Article"
32911131;"Journal Article"
32921916;"Journal Article"
32919429;"Letter"
32923361;"Case Reports"
32909961;"Journal Article"
32918975;"Journal Article"
32908972;"Journal Article"
32927214;"Letter"
32916004;"Letter"
32924820;"Journal Article"
32917551;"Journal Article"
32912226;"Journal Article"
32920231;"Journal Article"
32934084;"Journal Article"
32935928;"Journal Article"
32905111;"Journal Article"
32921580;"Journal Article"
32936006;"Journal Article"
32937063;"Journal Article"
32904898;"Journal Article"
32909043;"Journal Article"
32930963;"Journal Article"
32903640;"Journal Article"
32935444;"Editorial"
32910323;"Journal Article"
32932911;"Journal Article"
32917504;"Journal Article"
32923357;"Journal Article"
32905099;"Journal Article"
32921943;"Journal Article"
32925490;"Journal Article"
32928787;"Journal Article"
32906604;"Journal Article"
32910667;"Editorial"
32910699;"Journal Article"
32914928;"Journal Article"
32920637;"Journal Article"
32917722;"Journal Article"
32916371;"Journal Article"
32906012;"Letter"
32904384;"Editorial"
32904915;"Journal Article"
32928927;"Journal Article"
32931622;"Journal Article"
32923243;"Case Reports"
32910688;"Journal Article"
32904064;"Journal Article"
32935062;"Journal Article"
32916996;"Journal Article"
32909504;"Journal Article"
32905148;"Journal Article"
32909935;"Journal Article"
32931439;"Journal Article"
32913039;"Journal Article"
32925135;"Journal Article"
32914437;"Journal Article"
32912089;"Journal Article"
32936775;"Journal Article"
32924345;"Comparative Study"
32904938;"Journal Article"
32907540;"Case Reports"
32930936;"Letter"
32922098;"Journal Article"
32911141;"Journal Article"
32915771;"Journal Article"
32925701;"Journal Article"
32935915;"Journal Article"
32936689;"Journal Article"
32936575;"Journal Article"
32930056;"Journal Article"
32936273;"Journal Article"
32935269;"Letter"
32906143;"Journal Article"
32931418;"Letter"
32918414;"Journal Article"
32904458;"Journal Article"
32926917;"Journal Article"
32936918;"Journal Article"
32916178;"Journal Article"
32903877;"Journal Article"
32904989;"Journal Article"
32919796;"Journal Article"
32934969;"Journal Article"
32914668;"Journal Article"
32922854;"Case Reports"
32915884;"Journal Article"
32907821;"Journal Article"
32919240;"Journal Article"
32928747;"Journal Article"
32909711;"Journal Article"
32921737;"Journal Article"
32936214;"Journal Article"
32929007;"Journal Article"
32909278;"Letter"
32920919;"Letter"
32931506;"Journal Article"
32930554;"Journal Article"
32908331;"Journal Article"
32904637;"Journal Article"
32918696;"Journal Article"
32904558;"Journal Article"
32929620;"Journal Article"
32931441;"Journal Article"
32907678;"Journal Article"
32904925;"Journal Article"
32907679;"Journal Article"
32904957;"Journal Article"
32907802;"Journal Article"
32907410;"Editorial"
32934912;"Journal Article"
32932345;"Journal Article"
32922355;"Journal Article"
32912400;"Journal Article"
32907831;"Journal Article"
32905055;"Journal Article"
32929580;"Letter"
32936703;"Journal Article"
32917488;"Journal Article"
32914900;"Letter"
32931443;"Journal Article"
32905897;"Journal Article"
32929259;"News"
32917467;"Letter"
32921974;"Journal Article"
32921734;"Journal Article"
32920062;"Letter"
32920296;"Letter"
32937591;"Journal Article"
32925656;"Journal Article"
32921748;"Journal Article"
32930481;"Journal Article"
32927628;"Journal Article"
32914139;"News"
32920117;"Letter"
32904924;"Journal Article"
32914858;"Journal Article"
32914255;"Journal Article"
32920232;"Journal Article"
